store_id,item_id,cat_id,dept_id,avg_daily_demand_forecast,forecast_error_std,avg_sell_price,safety_stock,reorder_point,annual_demand_forecast,eoq,demand_cv,safety_stock_days_of_demand,risk_tier
CA_1,FOODS_1_001,FOODS,FOODS_1,0.9708651141456391,1.4164269331023123,2.24,6.164111033176949,12.960166832196423,354.3657666631583,281.2463316130049,1.4589327729102382,6.349091076983814,moderate_risk
CA_1,FOODS_1_002,FOODS,FOODS_1,0.5569498025486246,0.7856253530151645,9.4800005,3.4189422647151195,7.317590882555492,203.28667793024798,103.54646477947539,1.41058556699385,6.138690145987848,moderate_risk
CA_1,FOODS_1_003,FOODS,FOODS_1,0.7486366625300852,1.0263884597303623,3.23,4.466712882317398,9.707169520027994,273.2523818234811,205.66751931776167,1.3710101456447374,5.9664629130261115,moderate_risk
CA_1,FOODS_1_004,FOODS,FOODS_1,2.842358651944882,2.1990008062719566,1.96,9.56977364318931,29.466284206803486,1037.460907959882,514.4495910080452,0.773653530587103,3.366842406267484,moderate_risk
CA_1,FOODS_1_005,FOODS,FOODS_1,1.4406420142118705,2.12726419356869,3.5399997,9.25758496934191,19.342079068825,525.8343351873327,272.5259476239517,1.4766084652421083,6.426013456511915,moderate_risk
CA_1,FOODS_1_006,FOODS,FOODS_1,1.7587931617195758,1.992988782938361,2.48,8.67323534931743,20.98478748135446,641.9595040276452,359.7600779672301,1.133157000104442,4.9313560787543596,moderate_risk
CA_1,FOODS_1_008,FOODS,FOODS_1,0.22765222682143055,0.5076180343818781,3.5399997,2.2090895430233353,3.802655130773349,83.09306278982216,108.33424768076101,2.229796042276589,9.703790618995948,high_stockout_risk
CA_1,FOODS_1_009,FOODS,FOODS_1,0.9219064594002867,1.474603626489364,2.24,6.417288651591365,12.870633867393373,336.49585768110467,274.0632777292236,1.599515451327475,6.960889129430662,moderate_risk
CA_1,FOODS_1_010,FOODS,FOODS_1,0.23254001101715363,0.5939026622705497,5.64,2.5845893406706515,4.212369417790727,84.87710402126108,86.74425525286674,2.5539805372536066,11.114600577188394,high_stockout_risk
CA_1,FOODS_1_011,FOODS,FOODS_1,0.8155347561777437,0.9341572222422879,2.68,4.065334191106973,9.774077484351178,297.6701860048765,235.6596721550818,1.1454535998202027,4.9848693269192115,moderate_risk
CA_1,FOODS_1_012,FOODS,FOODS_1,2.578281319584586,2.4451701212075654,5.64,10.641071395838432,28.689040632930535,941.0726816483739,288.83979585987674,0.9483721200763043,4.1271956302863515,overstock_risk
CA_1,FOODS_1_013,FOODS,FOODS_1,1.5226557466588668,1.588304632941067,1.5,6.912101064411844,17.570691291023913,555.7693475304864,430.41426767173874,1.0431147266388034,4.539503482372118,moderate_risk
CA_1,FOODS_1_014,FOODS,FOODS_1,1.448292370321909,1.780798977892628,0.98,7.749812130058729,17.887858722312092,528.6267151674969,519.3337022448312,1.229585278763026,5.3509997628007895,moderate_risk
CA_1,FOODS_1_015,FOODS,FOODS_1,0.9269677547223493,3.0672692386115696,3.48,13.348368146346266,19.83714242940271,338.34323047365746,220.48249442919166,3.308927654695277,14.400035037189019,high_stockout_risk
CA_1,FOODS_1_016,FOODS,FOODS_1,0.6986045943688212,1.198027744125059,2.26,5.2136653596659235,10.10389752024767,254.99067694461974,237.51603643258585,1.7148867238805654,7.462970329269581,moderate_risk
CA_1,FOODS_1_017,FOODS,FOODS_1,1.143376153282445,1.4369653561898519,2.24,6.253491655219112,14.257124728196228,417.3322959480924,305.2122662511851,1.256773942734909,5.469321392847285,moderate_risk
CA_1,FOODS_1_018,FOODS,FOODS_1,8.764415194194497,5.882168835541571,0.98,25.598455501518178,86.94936186087965,3199.0115458809914,1277.5557390962897,0.6711421931993694,2.9207260192869984,moderate_risk
CA_1,FOODS_1_019,FOODS,FOODS_1,7.24033000892712,7.212144354530133,0.98,31.38634090447137,82.06865096696121,2642.7204532583987,1161.1747046078222,0.9961071312547585,4.3349323671397455,moderate_risk
CA_1,FOODS_1_020,FOODS,FOODS_1,1.4604474641407175,1.5032441828866654,2.68,6.541928734012178,16.7650609829972,533.0633244113619,315.3602864756769,1.0293038399509484,4.47940024864999,moderate_risk
CA_1,FOODS_1_021,FOODS,FOODS_1,0.9114917568453075,0.8857002492549064,0.98,3.8544555676882095,10.234897865605362,332.69449124853725,411.9976685687789,0.9717040692944212,4.2287333250588715,overstock_risk
CA_1,FOODS_1_022,FOODS,FOODS_1,0.16056143180848292,0.321873587569662,4.84,1.4007531811618597,2.5246832038212403,58.60492261009627,77.80891467165866,2.0046756181994665,8.724094979625448,high_stockout_risk
CA_1,FOODS_1_023,FOODS,FOODS_1,1.5135792390237008,2.6648637721922044,5.64,11.597150404437404,22.19220507760331,552.4564222436508,221.30664758805085,1.7606371067240014,7.6620702143865795,moderate_risk
CA_1,FOODS_1_024,FOODS,FOODS_1,0.4664058226705522,0.9285184140966204,4.86,4.040794810576733,7.305635569270598,170.23812527475155,132.34126073776417,1.9907950736551663,8.663688603714036,high_stockout_risk
CA_1,FOODS_1_025,FOODS,FOODS_1,0.6615815375710608,0.6785268111649756,4.27,2.9528629435531104,7.5839337065505354,241.47726121343717,168.1547645635067,1.0256132806488645,4.463339400906335,moderate_risk
